ACE,date_only,hour,target_demanda,day_of_week,month,population_resident,student_count,outbound_commuters,employed_resident,Shape_Area,demand_density,pop_density,lag_1h,lag_24h,rolling_mean_3h
0.0,2015-05-17,0,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,,,
0.0,2015-05-17,1,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,
0.0,2015-05-17,2,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,
0.0,2015-05-17,3,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,4,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,5,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,6,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,7,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,8,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,9,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,10,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,11,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,,0.0
0.0,2015-05-17,12,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,,0.3333333333333333
0.0,2015-05-17,13,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,,0.3333333333333333
0.0,2015-05-17,14,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,,0.6666666666666666
0.0,2015-05-17,15,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.3333333333333333
0.0,2015-05-17,16,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.3333333333333333
0.0,2015-05-17,17,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,18,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,19,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,20,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,21,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,,0.0
0.0,2015-05-17,22,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,,0.0
0.0,2015-05-17,23,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,,0.3333333333333333
0.0,2015-05-18,0,1.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-18,1,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.6666666666666666
0.0,2015-05-18,2,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-18,3,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-18,4,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,5,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,6,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,7,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,8,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,9,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,10,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,11,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-18,12,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,13,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-18,14,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,15,1.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-18,16,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-18,17,1.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-18,18,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.6666666666666666
0.0,2015-05-18,19,2.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.5344689523101529,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-18,20,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,2.0,0.0,1.0
0.0,2015-05-18,21,0.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.6666666666666666
0.0,2015-05-18,22,1.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,1.0,0.6666666666666666
0.0,2015-05-18,23,1.0,0,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-19,0,1.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,1.0,1.0,0.6666666666666666
0.0,2015-05-19,1,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,1.0
0.0,2015-05-19,2,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.6666666666666666
0.0,2015-05-19,3,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-19,4,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,5,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,6,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,7,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,8,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,9,1.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,10,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-19,11,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-19,12,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-19,13,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,14,1.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,15,1.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,1.0,1.0,0.3333333333333333
0.0,2015-05-19,16,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.6666666666666666
0.0,2015-05-19,17,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.6666666666666666
0.0,2015-05-19,18,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-19,19,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,2.0,0.0
0.0,2015-05-19,20,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,21,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-19,22,0.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-19,23,1.0,1,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-20,0,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,1.0,0.3333333333333333
0.0,2015-05-20,1,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-20,2,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-20,3,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,4,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,5,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,6,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,7,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,8,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,9,1.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-20,10,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-20,11,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-20,12,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-20,13,2.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.5344689523101529,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,14,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,2.0,1.0,0.6666666666666666
0.0,2015-05-20,15,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.6666666666666666
0.0,2015-05-20,16,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.6666666666666666
0.0,2015-05-20,17,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,18,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,19,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,20,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,21,2.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.5344689523101529,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-20,22,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,2.0,0.0,0.6666666666666666
0.0,2015-05-20,23,0.0,2,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.6666666666666666
0.0,2015-05-21,0,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.6666666666666666
0.0,2015-05-21,1,1.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,2,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-21,3,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-21,4,1.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-21,5,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-21,6,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-21,7,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-21,8,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,9,1.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-21,10,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-21,11,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-21,12,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-21,13,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,2.0,0.0
0.0,2015-05-21,14,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,15,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,16,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,17,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,18,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,19,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,20,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,21,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,2.0,0.0
0.0,2015-05-21,22,1.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-21,23,0.0,3,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-22,0,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-22,1,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.3333333333333333
0.0,2015-05-22,2,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,3,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,4,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-22,5,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,6,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,7,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,8,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,9,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-22,10,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,11,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,12,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,13,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,14,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,15,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,16,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,17,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,18,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,19,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,20,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,21,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-22,22,0.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-22,23,1.0,4,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,0,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-23,1,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-23,2,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-23,3,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,4,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,5,1.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,6,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-23,7,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-23,8,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-23,9,1.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,10,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-23,11,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-23,12,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-23,13,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,14,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,15,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,16,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,17,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,18,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,19,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,20,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,21,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,22,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-23,23,0.0,5,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-24,0,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,1,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,2,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,3,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-24,4,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-24,5,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.3333333333333333
0.0,2015-05-24,6,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,7,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,8,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,9,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,1.0,0.0
0.0,2015-05-24,10,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,11,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,12,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,13,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,14,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,15,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,16,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,17,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.0
0.0,2015-05-24,18,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-24,19,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-24,20,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,0.0,0.0,0.3333333333333333
0.0,2015-05-24,21,1.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.2672344761550764,788.8761736097857,1.0,0.0,0.3333333333333333
0.0,2015-05-24,22,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,1.0,0.0,0.6666666666666666
0.0,2015-05-24,23,0.0,6,5,2952.0,950.0,11.0,185.0,3742032.1449082,0.0,788.8761736097857,0.0,0.0,0.6666666666666666
